school_year,dpi_true_id,school_name,accurate_agency_type,school_enrollment,grade_band,overall_rating,overall_score,ly_ach,sch_ach,sch_growth,sch_tgo,sch_ot,prof_count_ELA,prof_count_Mathematics,prof_percent_ELA,prof_percent_Mathematics
2023-24,3619_0313,Riley Dual Language Montessori School,Traditional Public,265,K-5,Meets Few Expectations,57.5,FALSE,22.7,57.5,NA,68,12,7,0.21052631578947367,0.12280701754385964
2023-24,3619_0424,WHS Information Technology,Traditional Public,379,9-12,Meets Few Expectations,57.5,FALSE,9.9,77.4,47.5,35.9,10,5,0.04608294930875576,0.02304147465437788
2023-24,3619_0192,Goodrich Elementary,Traditional Public,288,K-5,Meets Few Expectations,57.2,FALSE,22.7,66,44,61.3,21,22,0.20388349514563106,0.21359223300970873
2023-24,0000_5830,Saint Martini Lutheran School,Private,134,K-8,Meets Few Expectations,57.2,TRUE,32.6,57.5,46.3,72.5,16,10,0.18181818181818182,0.11363636363636363
2023-24,0000_1315,Hope Christian School Prima,Private,583,K-8,Meets Few Expectations,57.1,TRUE,16.4,66.9,49.7,55.1,23,22,0.08185053380782918,0.07829181494661921
2023-24,0000_1656,Hope Christian School Semper,Private,572,K-8,Meets Few Expectations,57.1,FALSE,18.9,67.9,49.5,53,28,27,0.08615384615384615,0.08307692307692308
2023-24,3619_0451,Carmen High School of Science and Technology Southeast Campus,Non-Instrumentality Charter,676,9-12,Meets Few Expectations,57.1,FALSE,23.2,52.7,61.9,70.5,83,64,0.16938775510204082,0.1306122448979592
2023-24,3619_0118,Milwaukee Environmental Science Academy,Non-Instrumentality Charter,295,K-8,Meets Few Expectations,56.3,TRUE,15,67.9,45.4,54.5,11,2,0.0625,0.011363636363636364
2023-24,3619_0235,Keefe Avenue Elementary,Traditional Public,127,K-5,Meets Few Expectations,56.2,FALSE,10,66,NA,43.6,4,1,0.08695652173913043,0.021739130434782608
2023-24,0000_1870,Milwaukee Lutheran High School,Private,889,9-12,Meets Few Expectations,56.1,FALSE,27.8,48.9,60.5,74.9,100,89,0.14388489208633093,0.12805755395683452
2023-24,8027_8136,Stellar Collegiate Charter School,2r/2x Charter,217,K-5,Meets Few Expectations,55.9,FALSE,28.6,62.2,43.2,62.7,21,36,0.21428571428571427,0.3673469387755102
2023-24,8026_8131,Escuela Verde,2r/2x Charter,120,9-12,Meets Few Expectations,55.9,FALSE,18.2,53.7,53.6,74.4,14,5,0.1686746987951807,0.060240963855421686
2023-24,3619_0185,Gaenslen Elementary,Traditional Public,677,K-8,Meets Few Expectations,55.6,TRUE,7.7,63.2,56.4,50.5,26,11,0.06532663316582915,0.02763819095477387
2023-24,3619_0409,James Madison Academic Campus,Traditional Public,595,9-12,Meets Few Expectations,55.5,FALSE,10.2,67.9,54.3,39.6,10,9,0.03076923076923077,0.027692307692307693
2023-24,3619_0107,Siefert Elementary,Traditional Public,216,K-5,Meets Few Expectations,55.5,TRUE,10.9,65.1,47.7,54.8,3,1,0.0410958904109589,0.0136986301369863
2023-24,0000_1703,Hope Christian School Caritas,Private,354,K-8,Meets Few Expectations,55.4,TRUE,19.5,64.1,46.9,55.6,19,21,0.12337662337662338,0.13636363636363635
2023-24,3619_0026,Pulaski High,Traditional Public,945,9-12,Meets Few Expectations,54.6,TRUE,12.5,66,51.8,42.3,31,12,0.05090311986863711,0.019704433497536946
2023-24,0000_1382,Carter's Christian Academy Inc,Private,278,K-12,Meets Few Expectations,54.5,TRUE,4.4,57.5,NA,61.6,0,6,0,0.031914893617021274
2023-24,3619_0152,Engleburg Elementary,Traditional Public,268,K-5,Meets Few Expectations,54.5,TRUE,28.6,63.2,45.1,53.6,19,15,0.18627450980392157,0.14705882352941177
2023-24,3619_0419,North Division High,Traditional Public,389,9-12,Meets Few Expectations,54.5,TRUE,9.8,73.6,47.1,30.2,2,2,0.009345794392523364,0.009345794392523364
2023-24,3619_0325,Pratt Elementary,Traditional Public,309,K-5,Meets Few Expectations,54.4,TRUE,18.1,63.2,43.3,56.8,14,18,0.14,0.18
2023-24,3619_0238,LaFollette Elementary,Traditional Public,218,K-8,Meets Few Expectations,53.8,TRUE,7.2,70.8,43.1,43.4,3,4,0.028846153846153848,0.038461538461538464
2023-24,3619_0182,Fratney Elementary,Traditional Public,474,K-5,Meets Few Expectations,53.3,FALSE,29.2,52.7,45.4,67.1,42,24,0.28187919463087246,0.1610738255033557
2023-24,3619_0885,Milwaukee Excellence Charter School,Non-Instrumentality Charter,269,6-12,Meets Few Expectations,53.2,TRUE,15.7,58.4,49.3,55.3,13,16,0.06806282722513089,0.08376963350785341
2023-24,3619_0032,South Division High,Traditional Public,842,9-12,Meets Few Expectations,53.2,TRUE,10.2,58.4,57.6,46.1,11,14,0.021653543307086614,0.027559055118110236
2023-24,3619_0301,Parkview Elementary,Traditional Public,335,K-5,Meets Few Expectations,53.1,FALSE,24.3,60.3,34.7,64.1,23,33,0.18253968253968253,0.2619047619047619
2023-24,0000_1873,Milwaukee Seventh Day Adventist School,Private,137,K-12,Meets Few Expectations,53.1,TRUE,21.8,51.8,44,70.9,21,14,0.1640625,0.109375
2023-24,3619_0073,Allen-Field Elementary,Traditional Public,474,K-5,Meets Few Expectations,53,TRUE,18,57.5,47.3,57.4,23,24,0.1329479768786127,0.13872832369942195
2023-24,3619_0116,Congress Elementary,Traditional Public,699,K-8,Meets Few Expectations,52.7,TRUE,15.1,60.3,46.5,52.8,41,12,0.13442622950819672,0.03934426229508197
2023-24,3619_0130,Westside Academy,Traditional Public,157,K-5,Meets Few Expectations,52.5,FALSE,21,56.5,NA,51.3,13,12,0.2653061224489796,0.24489795918367346
2023-24,3619_0194,River Trail School of Agricultural Science,Traditional Public,403,K-8,Meets Few Expectations,52.4,TRUE,14.9,55.6,45.8,60.8,23,10,0.09236947791164658,0.040160642570281124
2023-24,8007_8105,Central City Cyberschool,2r/2x Charter,378,K-12,Meets Few Expectations,52.3,FALSE,17.4,66.9,54.2,30.9,36,26,0.15584415584415584,0.11255411255411256
2023-24,3619_0410,Grandview High,Partnership,217,9-12,Meets Few Expectations,52.3,FALSE,14.6,70.8,38.1,36.8,NA,NA,NA,NA
2023-24,3619_0343,Story Elementary,Traditional Public,385,K-8,Meets Few Expectations,52.3,TRUE,13.4,59.4,44.6,55.1,20,9,0.0970873786407767,0.043689320388349516
2023-24,3619_0173,Forest Home Elementary,Traditional Public,537,K-5,Meets Few Expectations,52.1,TRUE,24.5,54.6,43,62.1,27,34,0.1534090909090909,0.19318181818181818
2023-24,3619_0218,Holmes Elementary,Traditional Public,289,K-8,Meets Few Expectations,52.1,FALSE,10.2,65.1,39.3,50,11,10,0.08333333333333333,0.07575757575757576
2023-24,0000_1652,Academy of Excellence,Private,2014,K-12,Meets Few Expectations,51.6,FALSE,16.3,62.2,54.7,60.3,89,67,0.0644927536231884,0.04855072463768116
2023-24,0000_1439,Hope Christian School Fortis,Private,360,K-8,Meets Few Expectations,51.5,TRUE,14.9,61.3,42.7,50.1,16,11,0.09815950920245399,0.06748466257668712
2023-24,0000_4210,Saint Joan Antida High School,Private,206,9-12,Meets Few Expectations,51.5,FALSE,27.7,50.8,46.4,66.3,35,17,0.21341463414634146,0.10365853658536585
2023-24,3619_0110,Clarke Street Elementary,Traditional Public,223,K-8,Meets Few Expectations,51.3,TRUE,9.9,68.9,40.4,38.9,12,6,0.09448818897637795,0.047244094488188976
2023-24,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Non-Instrumentality Charter,586,6-12,Meets Few Expectations,51.2,FALSE,19.3,51.8,50.4,57.1,51,49,0.10991379310344827,0.10560344827586207
2023-24,3619_0108,Carson Academy,Traditional Public,332,K-8,Meets Few Expectations,51.1,TRUE,8.3,68.9,36.6,42.3,11,7,0.07801418439716312,0.04964539007092199
2023-24,3619_0018,Hamilton High,Traditional Public,1485,9-12,Meets Few Expectations,50.9,TRUE,18.8,53.7,55.5,46.4,63,34,0.06555671175858481,0.03537981269510926
2023-24,3619_0077,Auer Avenue Elementary,Traditional Public,187,K-5,Meets Few Expectations,50.3,TRUE,5.9,57.5,NA,44,2,2,0.028985507246376812,0.028985507246376812
2023-24,3619_0265,Manitoba Elementary,Traditional Public,445,K-8,Meets Few Expectations,50.1,TRUE,15.3,57.5,37.2,56.5,35,25,0.15765765765765766,0.11261261261261261
2023-24,3619_0337,Kluge Elementary,Traditional Public,344,K-5,Meets Few Expectations,49.9,FALSE,15.1,60.3,36.8,51.2,12,9,0.1411764705882353,0.10588235294117647
2023-24,3619_0253,Hopkins Lloyd Community School,Traditional Public,128,K-5,Meets Few Expectations,49.8,FALSE,6.2,58.4,NA,39.5,5,5,0.10869565217391304,0.10869565217391304
2023-24,3619_0059,Roosevelt Middle,Traditional Public,225,6-8,Meets Few Expectations,49.7,TRUE,9.8,60.3,40.2,48,21,4,0.11052631578947368,0.021052631578947368
2023-24,3619_0012,Bay View High,Traditional Public,956,9-12,Meets Few Expectations,49.4,FALSE,17.1,49.9,56.7,47,51,38,0.0804416403785489,0.05993690851735016
2023-24,3619_0211,Hawley Environmental School,Traditional Public,297,K-5,Meets Few Expectations,49.4,TRUE,22,51.8,44.1,55.8,11,14,0.08527131782945736,0.10852713178294573
2023-24,3619_0199,King Jr Elementary,Traditional Public,298,K-8,Meets Few Expectations,49.4,FALSE,6.6,60.3,41,46.9,12,4,0.09230769230769231,0.03076923076923077
2023-24,3619_0178,Carver Academy,Traditional Public,297,K-8,Meets Few Expectations,49.2,TRUE,14.1,54.6,45.3,50.2,12,14,0.0784313725490196,0.0915032679738562
2023-24,8004_8132,Woodlands School - State Street Campus,2r/2x Charter,198,K-8,Meets Few Expectations,49.2,TRUE,32.2,68.9,48.4,64.2,27,14,0.225,0.11666666666666667
2023-24,3619_0008,Marshall High,Traditional Public,692,9-12,Meets Few Expectations,49,TRUE,8,54.6,53.9,40.2,6,1,0.015345268542199489,0.0025575447570332483
2023-24,3619_0196,Grantosa Drive Elementary,Traditional Public,551,K-8,Meets Few Expectations,48.1,FALSE,11.7,57.5,37.6,48.9,21,30,0.07023411371237458,0.10033444816053512
2023-24,3619_0208,Hartford Avenue Elementary,Traditional Public,380,K-8,Meets Few Expectations,48,TRUE,13.1,54.6,40,50.9,21,8,0.10194174757281553,0.038834951456310676
2023-24,3619_0312,Starms Discovery,Traditional Public,230,K-8,Fails to Meet Expectations,47.7,TRUE,8.7,61.3,34.1,44.6,14,4,0.1044776119402985,0.029850746268656716
2023-24,0000_1158,Early View Academy of Excellence,Private,269,K-12,Fails to Meet Expectations,47.5,FALSE,11,64.1,33.2,39.2,7,5,0.04242424242424243,0.030303030303030304
2023-24,3619_0167,Milwaukee Spanish Immersion,Traditional Public,678,K-5,Fails to Meet Expectations,47.4,TRUE,40.8,39.4,35,75.5,57,44,0.3064516129032258,0.23655913978494625
2023-24,3619_0006,Lincoln Middle,Traditional Public,308,6-8,Fails to Meet Expectations,47.2,TRUE,12,54.6,39.3,48.8,22,8,0.08627450980392157,0.03137254901960784
2023-24,3619_0344,Stuart Elementary,Traditional Public,295,K-5,Fails to Meet Expectations,46.9,FALSE,32.6,48.9,29.8,63.4,40,39,0.3053435114503817,0.29770992366412213
2023-24,3619_0041,Audubon Technology and Communication Middle,Traditional Public,368,6-8,Fails to Meet Expectations,46.5,FALSE,13.4,49.9,42.9,50.6,57,19,0.17325227963525835,0.057750759878419454
2023-24,3619_0226,Milwaukee Sign Language Elementary,Traditional Public,414,K-8,Fails to Meet Expectations,46.5,TRUE,10.9,52.7,42.9,46.1,16,11,0.06779661016949153,0.046610169491525424
2023-24,8002_8140,Rocketship Transformation Prep,2r/2x Charter,231,K-5,Fails to Meet Expectations,46.3,TRUE,20,46.1,NA,54.8,10,11,0.13333333333333333,0.14666666666666667
2023-24,3619_0365,Townsend Street Elementary,Traditional Public,299,K-8,Fails to Meet Expectations,46.2,TRUE,6.3,51.8,44,46.3,7,NA,0.050359712230215826,NA
2023-24,3619_0454,Green Tree Preparatory Academy,Instrumentality Charter,496,6-12,Fails to Meet Expectations,46.1,TRUE,12.3,59.4,46.6,28.6,27,11,0.07258064516129033,0.02956989247311828
2023-24,3619_0179,Franklin Elementary,Traditional Public,344,K-8,Fails to Meet Expectations,45.7,TRUE,9.8,53.7,39.5,44.6,11,2,0.06358381502890173,0.011560693641618497
2023-24,3619_0360,Thoreau Elementary,Traditional Public,357,K-8,Fails to Meet Expectations,45.3,TRUE,17.6,54.6,28.7,50.8,27,12,0.15083798882681565,0.0670391061452514
2023-24,3619_0170,Fifty-Third Street Elementary,Traditional Public,330,K-8,Fails to Meet Expectations,45.2,TRUE,11.8,53.7,36.6,45.2,15,6,0.08021390374331551,0.03208556149732621
2023-24,3619_0319,Sherman Elementary,Traditional Public,242,K-8,Fails to Meet Expectations,44.8,TRUE,9.5,54.6,31.9,47.1,10,NA,0.08928571428571429,NA
2023-24,3619_0081,Barton Elementary,Traditional Public,259,K-5,Fails to Meet Expectations,44.6,TRUE,21.9,49.8,33,51.4,13,9,0.15476190476190477,0.10714285714285714
2023-24,3619_0215,Andrew S Douglas Middle,Traditional Public,106,6-8,Fails to Meet Expectations,44.5,TRUE,6.1,59.4,33,36.9,3,1,0.03296703296703297,0.01098901098901099
2023-24,3619_0092,Browning Elementary,Traditional Public,288,K-5,Fails to Meet Expectations,44.4,TRUE,11.1,53.7,33.2,45.6,9,5,0.09,0.05
2023-24,3619_0103,Milwaukee Academy of Chinese Language,Traditional Public,491,K-8,Fails to Meet Expectations,44.4,TRUE,14.6,46.1,36.3,55.2,32,26,0.11387900355871886,0.09252669039145907
2023-24,3619_0148,Elm Creative Arts Elementary,Traditional Public,319,K-5,Fails to Meet Expectations,44.1,TRUE,12.3,53.7,27,50.4,10,8,0.08196721311475409,0.06557377049180328
2023-24,3619_0274,Mitchell Elementary,Traditional Public,613,K-8,Fails to Meet Expectations,44.1,TRUE,16,44.2,36.7,56.8,28,26,0.08333333333333333,0.07738095238095238
2023-24,0000_1930,Mount Calvary Lutheran School,Private,179,K-8,Fails to Meet Expectations,43.7,FALSE,23.3,38.5,33,68,20,11,0.17094017094017094,0.09401709401709402
2023-24,3619_0052,Morse Mid,Traditional Public,416,6-8,Fails to Meet Expectations,42.6,TRUE,15.9,48.9,33.7,45.5,42,21,0.1390728476821192,0.0695364238410596
2023-24,3619_0307,Riverwest Elementary,Traditional Public,275,K-5,Fails to Meet Expectations,42.4,FALSE,11.6,52.7,22.8,49.6,12,7,0.10909090909090909,0.06363636363636363
2023-24,3619_0217,Hi-Mount Elementary,Traditional Public,143,K-8,Fails to Meet Expectations,42.3,TRUE,9.9,50.8,29.1,46.5,2,7,0.023809523809523808,0.08333333333333333
2023-24,3619_0525,Metcalfe Elementary,Traditional Public,342,K-8,Fails to Meet Expectations,40.2,TRUE,7.9,44.2,34.7,44.9,1,4,0.007407407407407408,0.02962962962962963
2023-24,3619_0154,Thurston Woods Elementary,Traditional Public,298,K-8,Fails to Meet Expectations,40.1,TRUE,9.9,47,27.8,45.9,7,3,0.04697986577181208,0.020134228187919462
2023-24,3619_0399,Wisconsin Conservatory of Lifelong Learning,Traditional Public,431,K-12,Fails to Meet Expectations,39.6,TRUE,7.6,59.4,25.3,24.6,4,1,0.020202020202020204,0.005050505050505051
2023-24,3619_0150,Emerson Elementary,Traditional Public,202,K-5,Fails to Meet Expectations,39.2,TRUE,15.5,45.1,18.5,54.2,11,6,0.14473684210526316,0.07894736842105263
2023-24,3619_0212,Hawthorne Elementary,Traditional Public,285,K-5,Fails to Meet Expectations,39,FALSE,15.1,41.3,22.7,55.8,9,4,0.09782608695652174,0.043478260869565216
2023-24,3619_0143,Eighty-First Street Elementary,Traditional Public,358,K-5,Fails to Meet Expectations,38.5,TRUE,19.7,39.4,25.1,54.1,11,8,0.10185185185185185,0.07407407407407407
2023-24,3619_0840,Obama School of Career and Technical Education,Traditional Public,1226,K-12,Fails to Meet Expectations,35.1,TRUE,11.5,52.7,20.9,22.2,27,12,0.034220532319391636,0.015209125475285171
2023-24,3619_0241,Lancaster Elementary,Traditional Public,331,K-8,Fails to Meet Expectations,35,TRUE,4.6,43.2,22.3,39.2,7,6,0.04093567251461988,0.03508771929824561
2023-24,3619_0295,Zablocki Elementary,Traditional Public,295,K-5,Fails to Meet Expectations,31.2,TRUE,24.6,22.3,17,62.8,25,11,0.2066115702479339,0.09090909090909091
2023-24,3619_0089,Brown Street Academy,Traditional Public,204,K-5,Fails to Meet Expectations,30.8,TRUE,4.9,35.6,10,48.1,3,4,0.04054054054054054,0.05405405405405406
2023-24,0000_1631,El Puente High School,Private,88,9-12,Fails to Meet Expectations,30.4,TRUE,27.6,NA,NA,41.5,2,0,0.041666666666666664,0
2023-24,0000_1263,Atlas Preparatory Academy Inc,Private,421,K-12,Fails to Meet Expectations,27,TRUE,18.3,51.8,32,32.7,27,14,0.08626198083067092,0.04472843450479233
2023-24,3619_0210,King International Baccalaureate Middle,Traditional Public,210,6-8,Fails to Meet Expectations,18.4,TRUE,6.4,11.9,6.3,44.7,7,2,0.0457516339869281,0.013071895424836602
2023-24,3619_1072,NOVA-Northwest Opportunities Vocational Academy,Partnership,117,9-12,Fails to Meet Expectations,14,TRUE,8.7,NA,NA,35,NA,NA,NA,NA
2023-24,3619_1063,ASSATA High,Partnership,116,9-12,Fails to Meet Expectations,12.9,FALSE,7.2,NA,NA,35.8,NA,NA,NA,NA
2023-24,3619_1074,Shalom High,Partnership,110,9-12,Fails to Meet Expectations,8.6,FALSE,2.3,NA,NA,33.9,NA,NA,NA,NA
2023-24,0000_1743,CERT School,Private,3,9-12,NR-DATA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,0000_1384,Christian Faith Academy of Higher Learning,Private,25,K-8,NR-DATA,NA,FALSE,NA,NA,NA,NA,0,0,NA,NA
2023-24,0000_1702,Divine Destiny School,Private,90,K-8,NR-DATA,NA,FALSE,NA,NA,NA,NA,1,0,0.018518518518518517,0
2023-24,0000_1923,First Immanuel Lutheran School,Private,6,K-8,NR-DATA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,0000_1684,Jo's Learning Academy,Private,78,K-5,NR-DATA,NA,FALSE,NA,NA,NA,NA,0,0,0,0
2023-24,0000_1374,Malaika Early Learning Center,Private,87,K-5,NR-DATA,NA,FALSE,NA,NA,NA,NA,0,0,0,0
2023-24,3619_0432,Banner Preparatory School of Milwaukee,Partnership,44,9-12,Alternate Rating - Needs Improvement,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0236,Groppi High,Traditional Public,102,9-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0296,Lad Lake Synergy School,Partnership,35,6-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0315,Milwaukee County Youth Education Center,Traditional Public,22,6-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0458,Project STAY-Supporting Teachers and Youth,Traditional Public,78,9-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0442,South Accelerated Academy,Traditional Public,48,9-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_1086,Southeastern,Partnership,16,6-8,Alternate Rating - Needs Improvement,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0433,Transition High,Traditional Public,88,9-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0448,Vincent Accelerated Academy,Traditional Public,49,9-12,Alternate Rating - Needs Improvement,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,0000_1931,Notre Dame School of Milwaukee,Private,88,6-8,NR-DATA,NA,FALSE,NA,NA,NA,NA,56,72,0.6222222222222222,0.8
2023-24,0000_1530,Right Step Inc,Private,NA,6-12,NR-DATA,NA,FALSE,NA,NA,NA,NA,0,0,NA,NA
2023-24,0000_8379,Torah Academy of Milwaukee,Private,6,9-12,NR-DATA,NA,FALSE,NA,NA,NA,NA,17,14,0.7727272727272727,0.6363636363636364
2023-24,0000_1868,Universal Scholars Academy,Private,60,K-5,NR-DATA,NA,FALSE,NA,NA,NA,NA,1,1,0.038461538461538464,0.038461538461538464
2023-24,0000_1909,Up Christian Academy Inc,Private,45,K-5,NR-DATA,NA,FALSE,NA,NA,NA,NA,0,0,0,0
2023-24,8025_8151,UpGrade Media Arts Schools,2r/2x Charter,10,6-12,Alternate Rating - Satisfactory Progress,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0115,Grant Gordon Learning Center,Traditional Public,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_1141,Next Door Charter,Non-Instrumentality Charter,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,0000_3580,Saint Coletta Day School,Private,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2023-24,3619_0149,Starms Early Childhood,Traditional Public,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
